CustomerID,Customer,Recency,Frequency,Monetary,RecencyBin,FrequencyBin,MonetaryBin,RFM,Segment
13602,1,64,1,428,3,1,2,312,About To Sleep
13603,1,26,1,164,4,1,1,411,New Customer
13606,1,29,3,280,4,3,2,432,Potential Loyalist
13607,1,40,1,678,3,1,3,313,Promising
13610,1,12,7,1131,5,5,4,554,Champions
13611,1,89,3,1171,2,3,4,234,At Risk
13614,1,24,4,1610,4,4,4,444,Loyal Customers
13615,1,318,1,417,1,1,2,112,Lost
13617,1,40,3,544,3,3,3,333,Potential Loyalist
13618,1,173,1,177,1,1,1,111,Lost
13621,1,116,1,213,2,1,1,211,Hibernating
13623,1,30,5,747,4,4,3,443,Need Attention
13626,1,252,1,257,1,1,2,112,Lost
13627,1,59,5,1638,3,4,4,344,Loyal Customers
13629,1,23,11,7792,4,5,5,455,Champions
13630,1,5,7,2031,5,5,5,555,Champions
13631,1,99,11,3070,2,5,5,255,At Risk
13632,1,24,5,2121,4,4,5,445,Champions
13634,1,33,5,1575,3,4,4,344,Loyal Customers
13635,1,67,1,1071,3,1,4,314,Promising
13636,1,36,5,949,3,4,4,344,Loyal Customers
13637,1,52,3,810,3,3,3,333,Potential Loyalist
13638,1,15,1,122,4,1,1,411,New Customer
13639,1,74,1,1033,2,1,4,214,Cannot Lose
13642,1,215,1,354,1,1,2,112,Lost
13643,1,31,3,519,4,3,3,433,Potential Loyalist
13644,1,16,4,2624,4,4,5,445,Champions
13645,1,120,1,252,2,1,2,212,Hibernating
13647,1,9,4,1678,5,4,4,544,Champions
13649,1,256,1,148,1,1,1,111,Lost
13650,1,16,6,1836,4,5,4,454,Champions
13651,1,35,2,94,3,2,1,321,About To Sleep
13652,1,45,2,786,3,2,3,323,Potential Loyalist
13654,1,43,6,2707,3,5,5,355,Loyal Customers
13655,1,114,2,932,2,2,4,224,At Risk
13656,1,164,2,379,2,2,2,222,Hibernating
13657,1,10,2,382,5,2,2,522,Promising
13658,1,9,5,2639,5,4,5,545,Champions
13659,1,205,2,1573,1,2,4,124,At Risk
13662,1,85,3,897,2,3,4,234,At Risk
13663,1,179,1,189,1,1,1,111,Lost
13666,1,60,3,84,3,3,1,331,About To Sleep
13667,1,149,1,305,2,1,2,212,Hibernating
13668,1,2,21,6363,5,5,5,555,Champions
13669,1,50,2,218,3,2,1,321,About To Sleep
13670,1,75,1,349,2,1,2,212,Hibernating
13672,1,301,2,186,1,2,1,121,Lost
13673,1,18,2,396,4,2,2,422,New Customer
13675,1,151,2,486,2,2,3,223,Hibernating
13678,1,151,1,232,2,1,1,211,Hibernating
13680,1,1,4,3722,5,4,5,545,Champions
13681,1,17,4,827,4,4,3,443,Need Attention
13682,1,187,1,59,1,1,1,111,Lost
13684,1,285,1,67,1,1,1,111,Lost
13685,1,2,7,3119,5,5,5,555,Champions
13686,1,182,1,72,1,1,1,111,Lost
13689,1,63,1,910,3,1,4,314,Promising
13690,1,59,1,172,3,1,1,311,New Customer
13692,1,24,3,1488,4,3,4,434,Need Attention
13694,1,3,49,64197,5,5,5,555,Champions
13695,1,31,15,2504,4,5,5,455,Champions
13697,1,38,1,151,3,1,1,311,New Customer
13699,1,155,1,308,2,1,2,212,Hibernating
13700,1,26,10,2265,4,5,5,455,Champions
13703,1,318,1,99,1,1,1,111,Lost
13704,1,5,9,2308,5,5,5,555,Champions
13705,1,7,2,393,5,2,2,522,Promising
13706,1,302,1,330,1,1,2,112,Lost
13707,1,267,2,806,1,2,3,123,Hibernating
13708,1,271,1,296,1,1,2,112,Lost
13709,1,3,13,6328,5,5,5,555,Champions
13710,1,31,1,180,4,1,1,411,New Customer
13711,1,218,2,252,1,2,2,122,Hibernating
13712,1,246,1,228,1,1,1,111,Lost
13715,1,281,4,806,1,4,3,143,At Risk
13716,1,269,1,138,1,1,1,111,Lost
13717,1,32,6,1445,3,5,4,354,Loyal Customers
13718,1,246,2,306,1,2,2,122,Hibernating
13719,1,15,5,1041,4,4,4,444,Loyal Customers
13720,1,116,4,799,2,4,3,243,At Risk
13721,1,36,1,524,3,1,3,313,Promising
13722,1,131,3,2375,2,3,5,235,At Risk
13723,1,217,1,199,1,1,1,111,Lost
13725,1,49,8,1980,3,5,5,355,Loyal Customers
13726,1,38,2,1079,3,2,4,324,Need Attention
13727,1,28,2,333,4,2,2,422,New Customer
13728,1,36,6,1016,3,5,4,354,Loyal Customers
13730,1,135,2,752,2,2,3,223,Hibernating
13731,1,219,2,610,1,2,3,123,Hibernating
13732,1,28,1,491,4,1,3,413,Promising
13735,1,24,4,2885,4,4,5,445,Champions
13736,1,5,2,731,5,2,3,523,Promising
13737,1,200,1,339,1,1,2,112,Lost
13739,1,18,1,216,4,1,1,411,New Customer
13740,1,240,1,350,1,1,2,112,Lost
13741,1,71,3,668,2,3,3,233,Hibernating
13742,1,16,12,3131,4,5,5,455,Champions
13743,1,2,7,1341,5,5,4,554,Champions
13744,1,95,2,1156,2,2,4,224,At Risk
13745,1,162,1,300,2,1,2,212,Hibernating
13748,1,95,4,744,2,4,3,243,At Risk
13750,1,53,5,1647,3,4,4,344,Loyal Customers
13751,1,288,1,296,1,1,2,112,Lost
13752,1,124,6,1186,2,5,4,254,At Risk
13753,1,287,1,741,1,1,3,113,Cannot Lose
13754,1,151,2,282,2,2,2,222,Hibernating
13755,1,3,9,2161,5,5,5,555,Champions
13756,1,2,13,4656,5,5,5,555,Champions
13758,1,11,5,2471,5,4,5,545,Champions
13759,1,33,2,659,3,2,3,323,Potential Loyalist
13760,1,54,2,286,3,2,2,322,Hibernating
13761,1,50,2,1070,3,2,4,324,Need Attention
13762,1,218,1,306,1,1,2,112,Lost
13763,1,63,1,1714,3,1,4,314,Promising
13764,1,70,3,1521,2,3,4,234,At Risk
13767,1,2,34,15583,5,5,5,555,Champions
13769,1,2,9,2474,5,5,5,555,Champions
13771,1,64,4,2634,3,4,5,345,Loyal Customers
13772,1,33,3,1132,3,3,4,334,Need Attention
13774,1,81,1,345,2,1,2,212,Hibernating
13777,1,0,24,19137,5,5,5,555,Champions
13778,1,103,1,178,2,1,1,211,Hibernating
13780,1,7,2,360,5,2,2,522,Promising
13781,1,250,1,127,1,1,1,111,Lost
13782,1,12,6,912,5,5,4,554,Champions
13784,1,9,11,2462,5,5,5,555,Champions
13787,1,75,2,309,2,2,2,222,Hibernating
13790,1,4,1,348,5,1,2,512,New Customer
13791,1,127,2,1516,2,2,4,224,At Risk
13792,1,66,2,195,3,2,1,321,About To Sleep
13798,1,1,56,36745,5,5,5,555,Champions
13799,1,116,2,688,2,2,3,223,Hibernating
13800,1,309,1,558,1,1,3,113,Cannot Lose
13801,1,66,1,324,3,1,2,312,About To Sleep
13802,1,138,3,4599,2,3,5,235,At Risk
13803,1,255,1,277,1,1,2,112,Lost
13804,1,30,7,2635,4,5,5,455,Champions
13805,1,52,2,924,3,2,4,324,Need Attention
13806,1,63,1,256,3,1,2,312,About To Sleep
13808,1,5,5,1747,5,4,4,544,Champions
13819,1,301,3,1140,1,3,4,134,At Risk
13821,1,144,2,385,2,2,2,222,Hibernating
13822,1,5,2,632,5,2,3,523,Promising
13823,1,18,2,957,4,2,4,424,Promising
13824,1,32,5,1698,3,4,4,344,Loyal Customers
13826,1,176,1,189,1,1,1,111,Lost
13827,1,57,3,412,3,3,2,332,Hibernating
13828,1,22,1,209,4,1,1,411,New Customer
13831,1,16,5,1794,4,4,4,444,Loyal Customers
13832,1,19,1,52,4,1,1,411,New Customer
13833,1,159,1,384,2,1,2,212,Hibernating
13835,1,25,4,834,4,4,3,443,Need Attention
13837,1,211,2,271,1,2,2,122,Hibernating
13838,1,5,3,453,5,3,2,532,Potential Loyalist
13841,1,252,1,85,1,1,1,111,Lost
13842,1,58,8,3075,3,5,5,355,Loyal Customers
13844,1,11,1,361,5,1,2,512,New Customer
13845,1,64,1,312,3,1,2,312,About To Sleep
13846,1,24,3,865,4,3,3,433,Potential Loyalist
13848,1,92,2,935,2,2,4,224,At Risk
13849,1,51,2,1537,3,2,4,324,Need Attention
13850,1,129,1,1595,2,1,4,214,Cannot Lose
13851,1,95,3,2651,2,3,5,235,At Risk
13853,1,57,1,1090,3,1,4,314,Promising
13854,1,8,25,8109,5,5,5,555,Champions
13856,1,168,3,388,2,3,2,232,Hibernating
13858,1,57,1,216,3,1,1,311,New Customer
13859,1,326,1,201,1,1,1,111,Lost
13860,1,1,5,1245,5,4,4,544,Champions
13862,1,18,8,2209,4,5,5,455,Champions
13863,1,247,1,305,1,1,2,112,Lost
13865,1,58,4,501,3,4,3,343,Need Attention
13866,1,74,1,145,2,1,1,211,Hibernating
13867,1,31,3,1015,4,3,4,434,Need Attention
13868,1,7,2,3192,5,2,5,525,Promising
13869,1,123,4,3104,2,4,5,245,At Risk
13870,1,2,8,2770,5,5,5,555,Champions
13871,1,22,13,6403,4,5,5,455,Champions
13873,1,119,3,389,2,3,2,232,Hibernating
13874,1,358,1,540,1,1,3,113,Cannot Lose
13875,1,53,5,1786,3,4,4,344,Loyal Customers
13876,1,63,1,122,3,1,1,311,New Customer
13877,1,86,1,117,2,1,1,211,Hibernating
13878,1,54,1,1281,3,1,4,314,Promising
13880,1,21,12,3121,4,5,5,455,Champions
13881,1,3,20,17159,5,5,5,555,Champions
13882,1,2,5,1191,5,4,4,544,Champions
13883,1,10,5,2674,5,4,5,545,Champions
13884,1,7,5,787,5,4,3,543,Loyal Customers
13885,1,189,2,506,1,2,3,123,Hibernating
13886,1,71,1,243,2,1,2,212,Hibernating
13887,1,204,1,349,1,1,2,112,Lost
13888,1,119,2,605,2,2,3,223,Hibernating
13889,1,92,1,416,2,1,2,212,Hibernating
13890,1,1,10,1883,5,5,4,554,Champions
13892,1,26,4,632,4,4,3,443,Need Attention
13893,1,297,1,821,1,1,3,113,Cannot Lose
13894,1,23,3,564,4,3,3,433,Potential Loyalist
13895,1,28,4,2593,4,4,5,445,Champions
13897,1,50,1,311,3,1,2,312,About To Sleep
13898,1,325,1,155,1,1,1,111,Lost
13899,1,16,2,388,4,2,2,422,New Customer
13900,1,183,3,740,1,3,3,133,At Risk
13901,1,72,5,2867,2,4,5,245,At Risk
13904,1,37,2,332,3,2,2,322,Hibernating
13908,1,79,4,2369,2,4,5,245,At Risk
13911,1,57,9,2580,3,5,5,355,Loyal Customers
13914,1,11,2,626,5,2,3,523,Promising
13917,1,49,2,272,3,2,2,322,Hibernating
13918,1,49,2,1212,3,2,4,324,Need Attention
13922,1,351,1,172,1,1,1,111,Lost
13923,1,53,1,351,3,1,2,312,About To Sleep
13924,1,1,6,1838,5,5,4,554,Champions
13925,1,92,4,678,2,4,3,243,At Risk
13926,1,23,1,223,4,1,1,411,New Customer
13927,1,74,1,348,2,1,2,212,Hibernating
13928,1,10,4,464,5,4,3,543,Loyal Customers
13929,1,169,2,842,2,2,3,223,Hibernating
13930,1,57,2,337,3,2,2,322,Hibernating
13931,1,95,2,1237,2,2,4,224,At Risk
13932,1,294,1,307,1,1,2,112,Lost
13933,1,109,2,608,2,2,3,223,Hibernating
13934,1,263,1,922,1,1,4,114,Cannot Lose
13936,1,179,1,376,1,1,2,112,Lost
13937,1,169,1,158,2,1,1,211,Hibernating
13938,1,35,1,71,3,1,1,311,New Customer
13939,1,23,3,568,4,3,3,433,Potential Loyalist
13940,1,17,4,839,4,4,3,443,Need Attention
13941,1,21,4,4017,4,4,5,445,Champions
13946,1,79,3,561,2,3,3,233,Hibernating
13947,1,65,1,90,3,1,1,311,New Customer
13948,1,360,1,102,1,1,1,111,Lost
13949,1,2,6,2427,5,5,5,555,Champions
13950,1,11,4,745,5,4,3,543,Loyal Customers
13951,1,176,3,674,1,3,3,133,At Risk
13952,1,217,2,3251,1,2,5,125,At Risk
13953,1,7,7,3515,5,5,5,555,Champions
13954,1,1,2,439,5,2,2,522,Promising
13955,1,154,2,322,2,2,2,222,Hibernating
13956,1,5,5,1026,5,4,4,544,Champions
13959,1,79,3,598,2,3,3,233,Hibernating
13960,1,21,2,230,4,2,1,421,New Customer
13962,1,21,2,169,4,2,1,421,New Customer
13963,1,308,3,513,1,3,3,133,At Risk
13967,1,145,1,80,2,1,1,211,Hibernating
13969,1,7,18,9053,5,5,5,555,Champions
13971,1,18,8,2758,4,5,5,455,Champions
13972,1,70,2,190,2,2,1,221,About To Sleep
13973,1,287,1,264,1,1,2,112,Lost
13974,1,49,1,413,3,1,2,312,About To Sleep
13975,1,31,6,2526,4,5,5,455,Champions
13976,1,206,1,357,1,1,2,112,Lost
13978,1,14,2,196,4,2,1,421,New Customer
13979,1,73,1,869,2,1,3,213,About To Sleep
13980,1,60,1,200,3,1,1,311,New Customer
13982,1,39,4,1871,3,4,4,344,Loyal Customers
13983,1,29,11,2274,4,5,5,455,Champions
13984,1,26,4,765,4,4,3,443,Need Attention
13985,1,4,15,7060,5,5,5,555,Champions
13986,1,17,1,320,4,1,2,412,New Customer
13988,1,19,6,4147,4,5,5,455,Champions
13989,1,65,2,1266,3,2,4,324,Need Attention
13990,1,213,1,311,1,1,2,112,Lost
13991,1,12,6,855,5,5,3,553,Potential Loyalist
13992,1,30,1,76,4,1,1,411,New Customer
13993,1,42,9,3466,3,5,5,355,Loyal Customers
13994,1,3,6,2313,5,5,5,555,Champions
13995,1,15,5,1393,4,4,4,444,Loyal Customers
13999,1,10,12,3901,5,5,5,555,Champions
14000,1,211,1,635,1,1,3,113,Cannot Lose
14001,1,45,2,1741,3,2,4,324,Need Attention
14002,1,134,2,529,2,2,3,223,Hibernating
14004,1,43,7,4582,3,5,5,355,Loyal Customers
14005,1,9,5,2874,5,4,5,545,Champions
14006,1,115,3,962,2,3,4,234,At Risk
14009,1,198,2,695,1,2,3,123,Hibernating
14012,1,277,1,328,1,1,2,112,Lost
14013,1,110,3,473,2,3,3,233,Hibernating
14014,1,77,1,505,2,1,3,213,About To Sleep
14015,1,52,1,917,3,1,4,314,Promising
14019,1,46,3,1421,3,3,4,334,Need Attention
14020,1,16,2,642,4,2,3,423,Potential Loyalist
14021,1,155,3,631,2,3,3,233,Hibernating
14022,1,225,1,440,1,1,2,112,Lost
14023,1,7,2,584,5,2,3,523,Promising
14024,1,121,2,327,2,2,2,222,Hibernating
14027,1,60,1,104,3,1,1,311,New Customer
14029,1,63,2,467,3,2,3,323,Potential Loyalist
14030,1,18,6,1683,4,5,4,454,Champions
14031,1,7,18,15572,5,5,5,555,Champions
14032,1,2,10,2671,5,5,5,555,Champions
14034,1,22,3,651,4,3,3,433,Potential Loyalist
14035,1,28,5,1428,4,4,4,444,Loyal Customers
14036,1,284,1,626,1,1,3,113,Cannot Lose
14037,1,176,2,147,1,2,1,121,Lost
14038,1,78,3,1560,2,3,4,234,At Risk
14039,1,33,1,152,3,1,1,311,New Customer
14040,1,40,12,3614,3,5,5,355,Loyal Customers
14041,1,266,1,141,1,1,1,111,Lost
14044,1,26,4,652,4,4,3,443,Need Attention
14045,1,109,3,1333,2,3,4,234,At Risk
14046,1,284,1,154,1,1,1,111,Lost
14047,1,8,4,1021,5,4,4,544,Champions
14048,1,305,1,409,1,1,2,112,Lost
14049,1,16,4,5681,4,4,5,445,Champions
14050,1,31,2,746,4,2,3,423,Potential Loyalist
14051,1,0,22,14986,5,5,5,555,Champions
14052,1,19,1,225,4,1,1,411,New Customer
14053,1,124,2,260,2,2,2,222,Hibernating
14054,1,65,1,92,3,1,1,311,New Customer
14055,1,106,1,725,2,1,3,213,About To Sleep
14056,1,1,23,8214,5,5,5,555,Champions
14057,1,23,17,6217,4,5,5,455,Champions
14059,1,266,1,183,1,1,1,111,Lost
14060,1,4,17,5519,5,5,5,555,Champions
14062,1,9,12,10464,5,5,5,555,Champions
14064,1,29,5,1353,4,4,4,444,Loyal Customers
14066,1,266,1,152,1,1,1,111,Lost
14067,1,63,2,374,3,2,2,322,Hibernating
14068,1,320,1,265,1,1,2,112,Lost
14071,1,3,8,1438,5,5,4,554,Champions
14073,1,32,1,151,3,1,1,311,New Customer
14075,1,4,3,942,5,3,4,534,Need Attention
14076,1,129,1,122,2,1,1,211,Hibernating
14077,1,40,5,499,3,4,3,343,Need Attention
14078,1,101,5,913,2,4,4,244,At Risk
14079,1,124,1,375,2,1,2,212,Hibernating
14080,1,32,1,45,3,1,1,311,New Customer
14081,1,302,1,511,1,1,3,113,Cannot Lose
14082,1,364,1,182,1,1,1,111,Lost
14083,1,4,8,708,5,5,3,553,Potential Loyalist
14085,1,2,17,4140,5,5,5,555,Champions
14087,1,2,1,194,5,1,1,511,New Customer
14088,1,10,13,50491,5,5,5,555,Champions
14089,1,56,1,161,3,1,1,311,New Customer
14090,1,324,1,76,1,1,1,111,Lost
14092,1,7,14,4076,5,5,5,555,Champions
14093,1,12,1,442,5,1,2,512,New Customer
14096,1,4,17,65164,5,5,5,555,Champions
14098,1,36,1,147,3,1,1,311,New Customer
14099,1,16,11,3104,4,5,5,455,Champions
14100,1,137,1,194,2,1,1,211,Hibernating
14101,1,73,6,5976,2,5,5,255,At Risk
14102,1,5,5,1360,5,4,4,544,Champions
14104,1,154,2,216,2,2,1,221,About To Sleep
14105,1,239,1,1266,1,1,4,114,Cannot Lose
14107,1,51,7,2703,3,5,5,355,Loyal Customers
14108,1,30,2,597,4,2,3,423,Potential Loyalist
14109,1,72,1,144,2,1,1,211,Hibernating
14110,1,3,12,5683,5,5,5,555,Champions
14111,1,14,4,692,4,4,3,443,Need Attention
14112,1,22,7,2915,4,5,5,455,Champions
14113,1,3,4,1840,5,4,4,544,Champions
14114,1,273,2,386,1,2,2,122,Hibernating
14116,1,19,5,1382,4,4,4,444,Loyal Customers
14117,1,143,1,90,2,1,1,211,Hibernating
14121,1,3,4,2780,5,4,5,545,Champions
14124,1,84,1,419,2,1,2,212,Hibernating
14125,1,10,3,2740,5,3,5,535,Need Attention
14126,1,7,3,706,5,3,3,533,Potential Loyalist
14127,1,122,3,709,2,3,3,233,Hibernating
14128,1,60,2,637,3,2,3,323,Potential Loyalist
14129,1,1,5,1123,5,4,4,544,Champions
14130,1,319,1,483,1,1,3,113,Cannot Lose
14132,1,2,11,3586,5,5,5,555,Champions
14133,1,129,3,605,2,3,3,233,Hibernating
14135,1,1,13,3886,5,5,5,555,Champions
14138,1,1,2,982,5,2,4,524,Promising
14139,1,46,1,415,3,1,2,312,About To Sleep
14140,1,3,2,935,5,2,4,524,Promising
14141,1,2,4,915,5,4,4,544,Champions
14143,1,133,1,115,2,1,1,211,Hibernating
14145,1,46,4,3742,3,4,5,345,Loyal Customers
14146,1,8,5,4191,5,4,5,545,Champions
14147,1,78,2,483,2,2,3,223,Hibernating
14148,1,233,1,157,1,1,1,111,Lost
14149,1,220,1,446,1,1,2,112,Lost
14150,1,35,2,658,3,2,3,323,Potential Loyalist
14152,1,75,2,621,2,2,3,223,Hibernating
14154,1,239,2,1345,1,2,4,124,At Risk
14155,1,266,1,118,1,1,1,111,Lost
14157,1,19,2,432,4,2,2,422,New Customer
14158,1,40,1,507,3,1,3,313,Promising
14159,1,19,11,4693,4,5,5,455,Champions
14161,1,215,2,827,1,2,3,123,Hibernating
14162,1,173,2,289,1,2,2,122,Hibernating
14163,1,87,4,2445,2,4,5,245,At Risk
14164,1,70,2,1631,2,2,4,224,At Risk
14165,1,275,1,122,1,1,1,111,Lost
14167,1,39,4,574,3,4,3,343,Need Attention
14171,1,98,1,363,2,1,2,212,Hibernating
14173,1,10,4,450,5,4,2,542,Potential Loyalist
14174,1,33,1,134,3,1,1,311,New Customer
14175,1,59,3,3222,3,3,5,335,Loyal Customers
14176,1,297,3,417,1,3,2,132,Hibernating
14177,1,86,4,559,2,4,3,243,At Risk
14178,1,8,7,1620,5,5,4,554,Champions
14179,1,40,2,719,3,2,3,323,Potential Loyalist
14180,1,10,24,4546,5,5,5,555,Champions
14184,1,66,1,452,3,1,2,312,About To Sleep
14185,1,331,1,197,1,1,1,111,Lost
14188,1,30,6,2054,4,5,5,455,Champions
14189,1,2,14,4342,5,5,5,555,Champions
14191,1,1,13,4684,5,5,5,555,Champions
14193,1,67,2,853,3,2,3,323,Potential Loyalist
14194,1,4,21,11349,5,5,5,555,Champions
14195,1,201,2,1012,1,2,4,124,At Risk
14196,1,106,1,335,2,1,2,212,Hibernating
14198,1,18,4,701,4,4,3,443,Need Attention
14199,1,218,1,185,1,1,1,111,Lost
14201,1,60,7,747,3,5,3,353,Potential Loyalist
14204,1,2,1,161,5,1,1,511,New Customer
14205,1,16,2,466,4,2,3,423,Potential Loyalist
14206,1,239,1,328,1,1,2,112,Lost
14208,1,94,1,151,2,1,1,211,Hibernating
14209,1,10,6,2073,5,5,5,555,Champions
14210,1,105,5,1600,2,4,4,244,At Risk
14211,1,53,9,2241,3,5,5,355,Loyal Customers
14212,1,89,1,1070,2,1,4,214,Cannot Lose
14214,1,30,5,1004,4,4,4,444,Loyal Customers
14215,1,11,5,1623,5,4,4,544,Champions
14216,1,3,4,1839,5,4,4,544,Champions
14217,1,1,16,1886,5,5,4,554,Champions
14218,1,42,1,169,3,1,1,311,New Customer
14219,1,4,1,89,5,1,1,511,New Customer
14220,1,247,2,632,1,2,3,123,Hibernating
14221,1,42,9,3432,3,5,5,355,Loyal Customers
14222,1,177,1,683,1,1,3,113,Cannot Lose
14223,1,92,3,991,2,3,4,234,At Risk
14224,1,110,4,1050,2,4,4,244,At Risk
14226,1,28,5,2232,4,4,5,445,Champions
14227,1,26,10,3350,4,5,5,455,Champions
14229,1,51,3,1547,3,3,4,334,Need Attention
14231,1,183,3,925,1,3,4,134,At Risk
14232,1,42,5,2048,3,4,5,345,Loyal Customers
14233,1,49,4,1462,3,4,4,344,Loyal Customers
14234,1,22,4,775,4,4,3,443,Need Attention
14235,1,75,5,3144,2,4,5,245,At Risk
14236,1,80,1,301,2,1,2,212,Hibernating
14238,1,326,1,146,1,1,1,111,Lost
14239,1,43,11,2380,3,5,5,355,Loyal Customers
14240,1,30,2,890,4,2,4,424,Promising
14241,1,183,1,213,1,1,1,111,Lost
14242,1,234,2,280,1,2,2,122,Hibernating
14243,1,8,10,2588,5,5,5,555,Champions
14245,1,219,2,1693,1,3,4,134,At Risk
14246,1,110,3,1474,2,3,4,234,At Risk
14247,1,278,1,136,1,1,1,111,Lost
14248,1,318,1,302,1,1,2,112,Lost
14250,1,7,3,1904,5,3,4,534,Need Attention
14251,1,1,5,2879,5,4,5,545,Champions
14256,1,260,2,969,1,3,4,134,At Risk
14257,1,64,5,3099,3,4,5,345,Loyal Customers
14258,1,9,9,12669,5,5,5,555,Champions
14259,1,141,1,120,2,1,1,211,Hibernating
14261,1,50,2,1163,3,3,4,334,Need Attention
14262,1,8,8,2618,5,5,5,555,Champions
14264,1,154,2,333,2,3,2,232,Hibernating
14267,1,162,3,1516,2,3,4,234,At Risk
14270,1,331,1,492,1,1,3,113,Cannot Lose
14271,1,225,1,112,1,1,1,111,Lost
14272,1,73,2,437,2,3,2,232,Hibernating
14273,1,51,4,559,3,4,3,343,Need Attention
14276,1,98,3,1119,2,3,4,234,At Risk
14280,1,196,1,134,1,1,1,111,Lost
14282,1,3,14,3158,5,5,5,555,Champions
14284,1,30,2,595,4,3,3,433,Potential Loyalist
14285,1,21,4,1910,4,4,5,445,Champions
14286,1,23,3,4628,4,3,5,435,Loyal Customers
14287,1,8,3,176,5,3,1,531,Potential Loyalist
14288,1,213,1,426,1,1,2,112,Lost
14289,1,8,6,911,5,5,4,554,Champions
14290,1,11,5,2314,5,4,5,545,Champions
14291,1,1,11,3883,5,5,5,555,Champions
14292,1,7,9,4871,5,5,5,555,Champions
14293,1,3,3,681,5,3,3,533,Potential Loyalist
14295,1,40,1,166,3,1,1,311,New Customer
14297,1,17,4,1305,4,4,4,444,Loyal Customers
14298,1,8,44,51527,5,5,5,555,Champions
14299,1,8,9,3965,5,5,5,555,Champions
14300,1,18,1,43,4,1,1,411,New Customer
14301,1,117,1,640,2,1,3,213,About To Sleep
14304,1,222,1,383,1,1,2,112,Lost
14305,1,71,3,1858,2,3,4,234,At Risk
14306,1,51,2,2093,3,3,5,335,Loyal Customers
14307,1,88,5,2212,2,4,5,245,At Risk
14309,1,8,9,2352,5,5,5,555,Champions
14311,1,242,1,310,1,1,2,112,Lost
14312,1,46,6,1611,3,5,4,354,Loyal Customers
14314,1,106,1,120,2,1,1,211,Hibernating
14315,1,44,6,2481,3,5,5,355,Loyal Customers
14317,1,64,1,508,3,1,3,313,Promising
14320,1,206,2,477,1,3,3,133,At Risk
14321,1,10,5,1530,5,4,4,544,Champions
14323,1,114,2,605,2,3,3,233,Hibernating
14326,1,242,1,183,1,1,1,111,Lost
14327,1,163,1,311,2,1,2,212,Hibernating
14329,1,17,7,5014,4,5,5,455,Champions
14331,1,124,2,462,2,3,3,233,Hibernating
14332,1,22,3,866,4,3,3,433,Potential Loyalist
14333,1,67,1,415,3,1,2,312,About To Sleep
14334,1,16,8,2552,4,5,5,455,Champions
14336,1,16,4,1614,4,4,4,444,Loyal Customers
14338,1,161,2,588,2,3,3,233,Hibernating
14339,1,242,1,309,1,1,2,112,Lost
14340,1,218,1,134,1,1,1,111,Lost
14341,1,45,8,2182,3,5,5,355,Loyal Customers
14342,1,21,4,668,4,4,3,443,Need Attention
14344,1,127,6,549,2,5,3,253,At Risk
14345,1,38,1,108,3,1,1,311,New Customer
14346,1,120,2,1021,2,3,4,234,At Risk
14348,1,260,1,409,1,1,2,112,Lost
14349,1,10,1,133,5,1,1,511,New Customer
14350,1,274,1,282,1,1,2,112,Lost
14351,1,164,1,51,2,1,1,211,Hibernating
14352,1,157,4,1078,2,4,4,244,At Risk
14353,1,215,1,90,1,1,1,111,Lost
14354,1,5,2,163,5,3,1,531,Potential Loyalist
14355,1,365,1,174,1,1,1,111,Lost
14356,1,79,2,701,2,3,3,233,Hibernating
14357,1,43,1,225,3,1,1,311,New Customer
14359,1,19,3,912,4,3,4,434,Need Attention
14360,1,31,4,2128,4,4,5,445,Champions
14362,1,22,1,161,4,1,1,411,New Customer
14364,1,108,8,3717,2,5,5,255,At Risk
14367,1,8,16,9261,5,5,5,555,Champions
14368,1,319,1,155,1,1,1,111,Lost
14371,1,295,1,100,1,1,1,111,Lost
14373,1,358,1,76,1,1,1,111,Lost
14375,1,185,1,257,1,1,2,112,Lost
14377,1,191,2,617,1,3,3,133,At Risk
14379,1,44,2,348,3,3,2,332,Hibernating
14381,1,52,1,202,3,1,1,311,New Customer
14382,1,26,1,626,4,1,3,413,Promising
14383,1,38,3,1247,3,3,4,334,Need Attention
14385,1,9,3,202,5,3,1,531,Potential Loyalist
14386,1,296,1,142,1,1,1,111,Lost
14387,1,32,3,1770,3,3,4,334,Need Attention
14388,1,10,7,2900,5,5,5,555,Champions
14389,1,65,2,1043,3,3,4,334,Need Attention
14390,1,10,8,4429,5,5,5,555,Champions
14393,1,218,1,67,1,1,1,111,Lost
14395,1,2,8,3199,5,5,5,555,Champions
14396,1,65,1,377,3,1,2,312,About To Sleep
14397,1,2,19,2612,5,5,5,555,Champions
14400,1,149,1,574,2,1,3,213,About To Sleep
14401,1,4,13,4051,5,5,5,555,Champions
14403,1,130,4,1475,2,4,4,244,At Risk
14404,1,33,5,1340,3,4,4,344,Loyal Customers
14406,1,119,1,156,2,1,1,211,Hibernating
14407,1,107,6,2157,2,5,5,255,At Risk
14408,1,10,7,2606,5,5,5,555,Champions
14409,1,71,4,1730,2,4,4,244,At Risk
14410,1,92,9,1105,2,5,4,254,At Risk
14411,1,310,1,1063,1,1,4,114,Cannot Lose
14412,1,42,2,770,3,3,3,333,Potential Loyalist
14413,1,362,1,122,1,1,1,111,Lost
14414,1,91,7,1496,2,5,4,254,At Risk
14415,1,1,13,5900,5,5,5,555,Champions
14416,1,22,2,490,4,3,3,433,Potential Loyalist
